"state","startdate","enddate","pollster","grade","samplesize","rawpoll_clinton","rawpoll_trump","rawpoll_johnson","poll_id","result","grade_value","actual_clinton","actual_trump","actual_johnson","actual_other","predicted","is_correct","duration","is_national","end_date_to_election","error"
"U.S.","7/27/2016","8/9/2016","Public Religion Research Institute","",1803,48,36,NA,46532,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,13,TRUE,92,6.31052944610152
"New Hampshire","6/24/2016","6/28/2016","American Research Group","C+",533,47,42,NA,44458,"Clinton",6,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,4,FALSE,134,2.93583962570952
"U.S.","10/4/2016","10/9/2016","Google Consumer Surveys","B",19629,38.52,33.47,6.67,46685,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,5,TRUE,31,8.83455174469641
"U.S.","9/19/2016","9/23/2016","Ipsos","A-",1122,40.3,36.7,7.6,46164,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,47,7.47455174469641
"Idaho","9/2/2016","9/22/2016","Ipsos","A-",178,32.19,54.9,NA,46065,"Trump",10,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,20,FALSE,48,4.4478870952509
"California","9/23/2016","9/29/2016","Ipsos","A-",787,63.67,23.74,NA,46340,"Clinton",10,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,6,FALSE,41,5.63857614084398
"South Carolina","9/27/2016","10/3/2016","Google Consumer Surveys","B",413,29.83,40.78,7.62,46499,"Trump",8,40.7527858747944,54.8640788622769,2.33707405907762,2.04606120385101,"Trump",TRUE,6,FALSE,37,10.0965968926646
"Virginia","5/24/2016","5/24/2016","Gravis Marketing","B-",1728,44,38,6,44151,"Clinton",7,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,0,FALSE,169,5.2266215075956
"New York","8/9/2016","9/1/2016","SurveyMonkey","C-",1405,51,31,8,45374,"Clinton",4,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,23,FALSE,69,6.45339059543697
"West Virginia","9/21/2016","9/26/2016","Google Consumer Surveys","B",100,30.64,40.3,6.76,46283,"Trump",8,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,5,FALSE,44,12.020854265917
"Washington","10/4/2016","10/9/2016","Google Consumer Surveys","B",538,45.5,27.99,9.59,46733,"Clinton",8,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,5,FALSE,31,8.05185589122114
"West Virginia","9/2/2016","9/22/2016","Ipsos","A-",146,34.55,51.74,NA,46098,"Trump",10,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,20,FALSE,48,12.4957958758927
"Ohio","7/13/2016","7/15/2016","YouGov","B",1104,44,40,5,44610,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,2,FALSE,117,4.79256812561947
"Vermont","9/21/2016","9/26/2016","Google Consumer Surveys","B",56,48.29,28.19,0,46280,"Clinton",8,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,5,FALSE,44,3.48841117441374
"Delaware","9/2/2016","9/22/2016","Ipsos","A-",116,40.04,32.95,NA,46062,"Clinton",10,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,20,FALSE,48,11.1438055307054
"Texas","10/10/2016","10/14/2016","Google Consumer Surveys","B",978,29.79,41.49,7.83,46999,"Trump",8,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,4,FALSE,26,9.79862137707698
"Louisiana","9/27/2016","10/3/2016","Google Consumer Surveys","B",259,31.23,45.71,5.78,46477,"Trump",8,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,6,FALSE,37,8.45948363964824
"North Carolina","9/16/2016","9/29/2016","Ipsos","A-",520,48.07,43.58,NA,46367,"Trump",10,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,13,FALSE,41,4.16237889707053
"Illinois","10/10/2016","10/14/2016","Google Consumer Surveys","B",930,36.05,32.23,7.66,46970,"Clinton",8,55.4768865833625,39.3416353694072,3.80096922231803,1.38050882491223,"Clinton",TRUE,4,FALSE,26,10.1325175768172
"U.S.","7/13/2016","7/16/2016","CNN/Opinion Research Corp.","A-",872,42,37,13,44608,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,116,8.60788507802974
"U.S.","10/11/2016","10/17/2016","USC Dornsife/LA Times","",2983,43.28,44.92,NA,47007,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,23,3.40610975671875
"Tennessee","9/27/2016","10/3/2016","Google Consumer Surveys","B",522,31.62,42.73,6.66,46501,"Trump",8,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,6,FALSE,37,8.48583938069831
"Arkansas","9/27/2016","10/3/2016","Google Consumer Surveys","B",150,29.66,45.44,3.96,46461,"Trump",8,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,6,FALSE,37,6.80967195752101
"New Mexico","9/2/2016","9/22/2016","Ipsos","A-",137,46.94,37.92,NA,46084,"Clinton",10,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,20,FALSE,48,1.72269768102993
"Maine","9/2/2016","9/22/2016","Ipsos","A-",247,39.71,38.19,NA,46072,"Clinton",10,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,20,FALSE,48,7.55468613040254
"Minnesota","10/4/2016","10/9/2016","Google Consumer Surveys","B",580,39.04,25.42,9.94,46709,"Clinton",8,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,5,FALSE,31,11.2764388290054
"Michigan","6/11/2016","6/20/2016","Greenberg Quinlan Rosner (Democracy Corps)","B-",300,48,33,12,44476,"Trump",7,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,9,FALSE,142,7.87540981256436
"Wisconsin","6/11/2016","6/20/2016","Greenberg Quinlan Rosner (Democracy Corps)","B-",300,44,32,16,44482,"Trump",7,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,9,FALSE,142,10.3970744385806
"Arizona","6/11/2016","6/20/2016","Greenberg Quinlan Rosner (Democracy Corps)","B-",300,39,45,10,44474,"Trump",7,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Trump",TRUE,9,FALSE,142,5.66821633273706
"U.S.","6/26/2016","6/29/2016","Suffolk University","B+",1000,39,35,8,44496,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,133,8.60788507802974
"U.S.","10/2/2016","10/8/2016","CVOTER International","C+",1325,48.2,45.86,NA,46578,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,32,1.48052944610152
"North Carolina","6/21/2016","6/23/2016","National Research, Inc.","B+",600,42,40,6,44459,"Trump",9,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,2,FALSE,139,6.15970334407538
"U.S.","10/17/2016","10/19/2016","The Times-Picayune/Lucid","",1822,47,35,6,47095,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,21,5.27455174469641
"U.S.","9/18/2016","9/22/2016","Ipsos","A-",1098,41,35.9,7.3,46007,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,48,7.40788507802974
"U.S.","8/12/2016","8/25/2016","RAND (American Life Panel)","B-",336,57.7,32.5,NA,46766,"Trump",7,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,13,TRUE,76,12.9105294461015
"Kentucky","9/9/2016","9/22/2016","Ipsos","A-",322,37.31,53.57,NA,46070,"Trump",10,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,13,FALSE,48,6.79471973321493
"Oregon","6/23/2016","6/27/2016","icitizen","",555,46,32,NA,44515,"Clinton",NA,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,4,FALSE,135,7.36625520091785
"Idaho","7/5/2016","7/16/2016","Dan Jones & Associates","C+",601,23,44,5,44617,"Trump",6,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,11,FALSE,116,6.87334510256914
"North Carolina","10/4/2016","10/9/2016","Google Consumer Surveys","B",618,35.04,36.78,6.67,46713,"Trump",8,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,5,FALSE,31,9.77637001074205
"New York","10/10/2016","10/14/2016","Google Consumer Surveys","B",912,47.36,27.7,4.92,46990,"Clinton",8,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,4,FALSE,26,7.74005726210364
"U.S.","9/29/2016","10/3/2016","Rasmussen Reports/Pulse Opinion Research","C+",1500,42,41,9,46445,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,37,5.94121841136307
"Arizona","10/4/2016","10/9/2016","Google Consumer Surveys","B",562,38.24,35.87,6.51,46689,"Trump",8,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,5,FALSE,31,7.80154966607039
"Kentucky","10/4/2016","10/9/2016","Google Consumer Surveys","B",196,35.39,34,7.12,46703,"Trump",8,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Clinton",FALSE,5,FALSE,31,11.8549608269478
"Colorado","10/4/2016","10/9/2016","Google Consumer Surveys","B",529,41.46,25.52,10.02,46691,"Clinton",8,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,5,FALSE,31,9.87664204846379
"Colorado","8/9/2016","9/1/2016","SurveyMonkey","C-",2428,37,37,16,45348,"Clinton",4,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,23,FALSE,69,9.52997538179712
"California","10/10/2016","10/14/2016","Google Consumer Surveys","B",1166,48.27,26.89,7.23,46960,"Clinton",8,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,4,FALSE,26,7.83123159716444
"Georgia","7/31/2016","7/31/2016","Landmark Communications","B",787,46,46,4,44741,"Trump",8,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Clinton",FALSE,0,FALSE,101,2.22409967927051
"U.S.","7/12/2016","8/8/2016","Pew Research Center","B+",3810,50,46,NA,45928,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,27,TRUE,93,2.31052944610152
"Virginia","10/4/2016","10/9/2016","Google Consumer Surveys","B",539,34.05,36.57,6.35,46731,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Trump",FALSE,5,FALSE,31,9.1366215075956
"Connecticut","9/27/2016","10/3/2016","Google Consumer Surveys","B",312,44.46,26.58,3.91,46465,"Clinton",8,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,6,FALSE,37,9.46690362952075
"Michigan","10/4/2016","10/9/2016","Google Consumer Surveys","B",587,39.75,28.98,6.55,46708,"Trump",8,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,5,FALSE,31,9.71239881280577
"U.S.","9/17/2016","9/21/2016","Ipsos","A-",1121,38.3,37.7,7.8,46008,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,49,7.87455174469641
"Oklahoma","7/20/2016","7/25/2016","SoonerPoll.com","B",298,28.6,53,7,44717,"Trump",8,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,5,FALSE,107,4.62035098339653
"U.S.","7/31/2016","8/2/2016","Fox News/Anderson Robbins Research/Shaw & Company Research","A",1022,44,35,12,44761,"Trump",11,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,99,8.27455174469641
"Missouri","10/4/2016","10/9/2016","Google Consumer Surveys","B",585,34.15,30.38,9.23,46710,"Trump",8,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Clinton",FALSE,5,FALSE,31,12.0217453349297
"U.S.","10/10/2016","10/16/2016","USC Dornsife/LA Times","",2975,43.68,44.77,NA,46874,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,24,3.28110975671875
"Wyoming","9/14/2016","9/20/2016","Google Consumer Surveys","B",60,30.13,45.26,3.58,45998,"Trump",8,22.4927836875156,70.0517001551809,5.34087528443126,2.11464087287229,"Trump",TRUE,6,FALSE,50,11.3965972506988
"Montana","9/21/2016","9/26/2016","Google Consumer Surveys","B",147,32.15,36.3,6.1,46260,"Trump",8,35.9756260964031,56.5068881426648,5.62018020692257,1.89730555400951,"Trump",TRUE,5,FALSE,44,8.17077801071512
"Kansas","7/11/2016","7/21/2016","Fort Hays State University","C-",542,27,44,7,44672,"Trump",4,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,10,FALSE,111,8.2226737788285
"Kentucky","8/26/2016","9/15/2016","Ipsos","A-",437,35.33,53.99,NA,45846,"Trump",10,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,20,FALSE,55,5.59471973321493
"U.S.","7/22/2016","7/24/2016","CNN/Opinion Research Corp.","A-",882,39,44,9,44674,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,2,TRUE,108,5.94121841136307
"Maryland","9/27/2016","10/3/2016","Google Consumer Surveys","B",461,48.83,23.09,6.86,46479,"Clinton",8,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,6,FALSE,37,9.11974389741611
"U.S.","9/16/2016","9/20/2016","Ipsos","A-",1130,37.4,36.6,8.2,46009,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,50,8.67455174469641
"New Hampshire","5/25/2016","5/28/2016","RKM Research and Communications, Inc.","B+",405,44,44,NA,44163,"Clinton",9,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,3,FALSE,165,3.43583962570952
"North Dakota","9/14/2016","9/20/2016","Google Consumer Surveys","B",63,17.44,39.19,12.96,45976,"Trump",8,27.7551577597873,64.1405118586928,6.33620996652501,1.76812041499489,"Trump",TRUE,6,FALSE,50,13.9631532173184
"Iowa","9/27/2016","10/3/2016","Google Consumer Surveys","B",411,38.14,29.27,6.48,46471,"Trump",8,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Clinton",FALSE,6,FALSE,37,9.77207594455391
"U.S.","10/1/2016","10/7/2016","CVOTER International","C+",1286,47.74,46.71,NA,46577,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,33,0.825529446101516
"Indiana","10/4/2016","10/9/2016","Google Consumer Surveys","B",653,36.04,35.07,6.95,46701,"Trump",8,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Clinton",FALSE,5,FALSE,31,8.66832784906651
"North Carolina","8/9/2016","9/1/2016","SurveyMonkey","C-",2552,40,41,10,45375,"Trump",4,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,23,FALSE,69,7.82637001074205
"Maine","6/15/2016","6/21/2016","University of New Hampshire","B+",475,42,35,NA,44414,"Clinton",9,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,6,FALSE,141,8.00468613040254
"Indiana","4/26/2016","4/28/2016","Marist College","A",2149,41,48,NA,44008,"Trump",11,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,2,FALSE,195,6.1300774165154
"Maine","8/17/2016","8/20/2016","Maine People's Resource Center","C",841,42,32,10,45739,"Clinton",5,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,3,FALSE,81,7.97226530015958
"Rhode Island","9/14/2016","9/20/2016","Google Consumer Surveys","B",50,46.4,30.9,8.84,45987,"Clinton",8,54.3070420392685,38.9905794660611,0,6.70237849467039,"Clinton",TRUE,6,FALSE,50,8.2792071684432
"Oregon","9/27/2016","10/3/2016","Google Consumer Surveys","B",438,48.01,26.47,5.24,46496,"Clinton",8,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,6,FALSE,37,6.24015537094121
"Florida","8/10/2016","8/10/2016","Opinion Savvy/InsiderAdvantage","C-",622,45.2,44.3,5.9,44830,"Trump",4,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,0,FALSE,91,3.68579824397866
"Arkansas","9/2/2016","9/22/2016","Ipsos","A-",280,41.08,49.15,NA,46058,"Trump",10,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,20,FALSE,48,9.30097519443979
"Wisconsin","10/4/2016","10/9/2016","Google Consumer Surveys","B",738,44.29,27.22,3.99,46734,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,5,FALSE,31,7.89040777191398
"Arizona","8/9/2016","9/1/2016","SurveyMonkey","C-",2026,37,39,13,45345,"Trump",4,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Trump",TRUE,23,FALSE,69,9.33488299940373
"Nebraska","9/2/2016","9/22/2016","Ipsos","A-",169,30.94,54.47,NA,46080,"Trump",10,33.9926865415981,60.3023938791368,4.66897043088832,1.03594914837681,"Trump",TRUE,20,FALSE,48,4.44254021036744
"Indiana","9/9/2016","9/22/2016","Ipsos","A-",367,34.92,53.53,NA,46067,"Trump",10,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,13,FALSE,48,3.31624588679988
"Kansas","6/4/2016","6/6/2016","Zogby Interactive/JZ Analytics","C-",433,43,36,NA,44243,"Trump",4,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Clinton",FALSE,2,FALSE,156,14.0139899733512
"Maryland","9/9/2016","9/22/2016","Ipsos","A-",435,50.27,33.88,NA,46073,"Clinton",10,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,13,FALSE,48,5.68312604721032
"Idaho","9/21/2016","9/26/2016","Google Consumer Surveys","B",144,22.61,46.46,9.04,46247,"Trump",8,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,5,FALSE,44,7.5300117692358
"U.S.","8/19/2016","8/23/2016","YouGov","B",1080,42,38,6,44931,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,78,5.94121841136307
"New Hampshire","6/14/2016","6/18/2016","TargetPoint","C",200,44,40,NA,44518,"Clinton",5,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,4,FALSE,144,5.43583962570952
"U.S.","9/15/2016","9/19/2016","Ipsos","A-",1110,37.4,39.2,7.4,45902,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,4,TRUE,51,7.54121841136307
"U.S.","10/9/2016","10/15/2016","USC Dornsife/LA Times","",2946,43.88,44.5,NA,46865,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,25,3.31610975671875
"U.S.","5/16/2016","5/19/2016","Schoen Consulting","B-",1000,44,42,NA,44115,"Trump",7,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,174,4.50610975671875
"Georgia","9/27/2016","10/3/2016","Google Consumer Surveys","B",599,28.89,43.74,7.39,46469,"Trump",8,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,6,FALSE,37,9.54110210103789
"Michigan","8/9/2016","9/1/2016","SurveyMonkey","C-",2428,39,38,13,45364,"Trump",4,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,23,FALSE,69,9.10573214613911
"Massachusetts","9/27/2016","10/3/2016","Google Consumer Surveys","B",465,50.2,22.82,7.02,46478,"Clinton",8,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,6,FALSE,37,8.02759373188745
"Kansas","9/2/2016","9/22/2016","Ipsos","A-",314,35.91,50.8,NA,46069,"Trump",10,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,20,FALSE,48,3.3173416348267
"U.S.","10/16/2016","10/18/2016","The Times-Picayune/Lucid","",1639,46,36,6,47075,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,22,5.27455174469641
"Iowa","9/2/2016","9/22/2016","Ipsos","A-",344,40.51,50.74,NA,46068,"Trump",10,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,20,FALSE,48,1.3557438037955
"Florida","6/25/2016","6/27/2016","SurveyUSA","A",1678,46,42,2,44457,"Trump",11,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,2,FALSE,135,3.01556981915998
"Oregon","9/9/2016","9/22/2016","Ipsos","A-",381,43.63,41.36,NA,46089,"Clinton",10,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,13,FALSE,48,4.17650214948233
"Wisconsin","6/22/2016","6/23/2016","Public Policy Polling","B+",843,47,39,NA,44437,"Trump",9,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,1,FALSE,139,4.46282712200556
"U.S.","9/30/2016","10/6/2016","CVOTER International","C+",1250,47.74,46.7,NA,46558,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,34,0.830529446101515
"Kansas","8/9/2016","9/1/2016","SurveyMonkey","C-",741,30,43,17,45358,"Trump",4,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,23,FALSE,69,10.8893404454952
"Pennsylvania","10/4/2016","10/9/2016","Google Consumer Surveys","B",737,39.65,33.6,5.16,46724,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,5,FALSE,31,8.6539328005344
"New Hampshire","9/21/2016","9/26/2016","Google Consumer Surveys","B",39,40.36,38.63,4.68,46264,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,5,FALSE,44,6.85389308380634
"Missouri","9/9/2016","9/22/2016","Ipsos","A-",356,35.23,50.79,NA,46078,"Trump",10,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,13,FALSE,48,4.4754980773194
"Vermont","9/14/2016","9/20/2016","Google Consumer Surveys","B",61,43.99,18.62,10.38,45994,"Clinton",8,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,6,FALSE,50,11.5717445077471
"Tennessee","9/9/2016","9/22/2016","Ipsos","A-",447,33.39,47.02,NA,46093,"Trump",10,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,13,FALSE,48,7.77907528340546
"Nevada","9/2/2016","9/22/2016","Ipsos","A-",294,45.03,45.02,NA,46081,"Clinton",10,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,20,FALSE,48,1.77715368535813
"Alaska","6/16/2016","6/20/2016","Ivan Moore Research","C",670,30,39,16,44907,"Trump",5,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,4,FALSE,142,10.5624712746227
"Delaware","9/14/2016","9/20/2016","Google Consumer Surveys","B",85,41.23,30.04,6.6,45955,"Clinton",8,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,6,FALSE,50,9.08892201826205
"U.S.","9/14/2016","9/18/2016","Ipsos","A-",1087,38.7,39.7,6.7,45903,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,4,TRUE,52,6.70788507802974
"Connecticut","9/2/2016","9/22/2016","Ipsos","A-",440,47.33,37.36,NA,46061,"Clinton",10,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,20,FALSE,48,5.42035544428112
"Pennsylvania","9/23/2016","9/29/2016","Ipsos","A-",500,45.23,42.35,NA,46371,"Trump",10,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,41,4.43062653148428
"U.S.","9/26/2016","9/27/2016","Morning Consult","",1253,41,38,8,46169,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,1,TRUE,43,6.94121841136307
"Hawaii","9/7/2016","9/13/2016","Google Consumer Surveys","B",90,40.16,21.25,10.64,45753,"Clinton",8,62.3160973292359,30.0994175487562,3.67533168049803,3.90915344150992,"Clinton",TRUE,6,FALSE,57,12.656727732498
"Ohio","8/9/2016","9/1/2016","SurveyMonkey","C-",2543,37,40,13,45377,"Trump",4,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,23,FALSE,69,9.46492044252116
"U.S.","9/13/2016","9/17/2016","Ipsos","A-",1137,40.4,38.4,6.2,45904,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,53,6.40788507802974
"Alabama","9/27/2016","10/3/2016","Google Consumer Surveys","B",357,19.45,56.59,4.93,46460,"Trump",8,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,6,FALSE,37,8.07373922827751
"U.S.","7/5/2016","7/6/2016","Zogby Interactive/JZ Analytics","C-",1257,41,38,5,44870,"Trump",4,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,1,TRUE,126,5.94121841136307
"New Hampshire","8/26/2016","9/15/2016","Ipsos","A-",176,48.47,38.66,NA,45858,"Clinton",10,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,20,FALSE,55,4.72142112052121
"Delaware","8/26/2016","9/15/2016","Ipsos","A-",115,43.33,28.07,NA,45838,"Clinton",10,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,20,FALSE,55,11.9388055307054
"West Virginia","8/26/2016","9/15/2016","Ipsos","A-",146,38.76,49.23,NA,45873,"Trump",10,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,20,FALSE,55,15.8557958758927
"Virginia","6/13/2016","6/15/2016","Public Policy Polling","B+",1032,42,39,6,44346,"Clinton",9,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,2,FALSE,147,5.55995484092894
"U.S.","9/22/2016","9/24/2016","Morning Consult","",1712,38,39,9,46022,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,2,TRUE,46,7.94121841136307
